year,month,day,latitude,longitude,nkill,nkillus,nkillter
2010,10,29,34.0803888,71.2243652,1,0,0
2010,10,31,33.695975,70.336069,3,0,0
2010,10,31,32.970436,70.285071,1,0,0
2010,10,31,33.695975,70.336069,1,0,0
2010,11,0,33.694214,71.496152,1,0,0
2010,11,2,34.565494,71.477429,0,0,0
2010,11,2,34.565494,71.477429,0,0,0
2010,11,3,33.694214,71.496152,1,0,0
2010,11,4,34.574856,71.276081,0,0,0
2010,11,5,34.565494,71.477429,0,0,0
2010,11,5,33.694214,71.496152,96,0,1
2010,11,6,34.856902,71.429936,0,0,0
2010,11,7,32.998617,70.067081,3,0,0
2010,11,9,34.565494,71.477429,0,0,0
2010,11,9,34.565494,71.477429,0,0,0
2010,11,9,34.565494,71.477429,0,0,0
2010,11,10,34.574856,71.276081,0,0,0
2010,11,10,34.574856,71.276081,0,0,0
2010,11,14,32.320237,69.859741,2,0,1
2010,11,15,34.565494,71.477429,0,0,0
2010,11,19,33.916219,69.919915,3,0,0
2010,11,20,34.0803888,71.2243652,0,0,0
2010,11,20,34.1167788,71.1665154,0,0,0
2010,11,20,34.574856,71.276081,0,0,0
2010,11,25,34.1167788,71.1665154,0,0,0
2010,11,25,34.574856,71.276081,0,0,0
2010,11,28,34.565494,71.477429,0,0,0
2010,11,29,34.565494,71.477429,0,0,0
2010,11,29,34.1167788,71.1665154,0,0,0
2010,12,3,34.565494,71.477429,0,0,0
2010,12,4,34.1167788,71.1665154,0,0,0
2010,12,4,34.1167788,71.1665154,0,0,0
2010,12,4,34.0803888,71.2243652,0,0,0
2010,12,5,34.574856,71.276081,0,0,0
2010,12,5,34.856902,71.429936,0,0,0
2010,12,6,34.565494,71.477429,52,0,2
2010,12,7,32.320237,69.859741,0,0,0
2010,12,7,32.320237,69.859741,0,0,0
2010,12,8,34.565494,71.477429,0,0,0
2010,12,8,34.565494,71.477429,0,0,0
2010,12,8,34.565494,71.477429,0,0,0
2010,12,14,34.1167788,71.1665154,0,0,0
2010,12,14,34.574856,71.276081,0,0,0
2010,12,14,34.574856,71.276081,0,0,0
2010,12,14,34.574856,71.276081,0,0,0
2010,12,20,33.697271,71.144852,0,0,0
2010,12,22,34.574856,71.276081,1,0,0
2010,12,22,33.697271,71.144852,0,0,0
2010,12,25,34.856902,71.429936,48,0,1
2010,12,26,34.565494,71.477429,1,0,0
2011,1,3,33.697271,71.144852,0,0,0
2011,1,4,33.695975,70.336069,0,0,0
2011,1,6,34.1167788,71.1665154,4,0,0
2011,1,10,34.0803888,71.2243652,0,0,0
2011,1,10,34.0803888,71.2243652,0,0,0
2011,1,11,34.856902,71.429936,0,0,0
2011,1,13,32.974638,70.14558,5,0,0
2011,1,14,34.565494,71.477429,0,0,0
2011,1,15,34.565494,71.477429,0,0,0
2011,1,17,34.565494,71.477429,0,0,0
2011,1,19,33.695975,70.336069,0,0,0
2011,1,19,33.697271,71.144852,0,0,0
2011,1,20,33.697271,71.144852,1,0,0
2011,1,21,34.565494,71.477429,0,0,0
2011,1,24,34.1167788,71.1665154,0,0,0
2011,1,25,33.694214,71.496152,1,0,0
2011,1,0,32.906338,69.747222,2,0,0
2011,1,26,32.320237,69.859741,0,0,0
2011,1,27,32.320237,69.859741,0,0,0
2011,1,28,34.1167788,71.1665154,1,0,0
2011,1,29,33.694214,71.496152,4,0,0
2011,1,30,33.695975,70.336069,0,0,0
2011,2,3,32.988889,70.021944,0,0,0
2011,2,5,34.0803888,71.2243652,3,0,0
2011,2,10,33.697271,71.144852,0,0,0
2011,2,10,32.970436,70.285071,4,0,0
2011,2,11,34.565494,71.477429,0,0,0
2011,2,17,33.697271,71.144852,0,0,0
2011,2,17,33.697271,71.144852,0,0,0
2011,2,17,33.697271,71.144852,0,0,0
2011,2,19,34.0803888,71.2243652,1,0,0
2011,2,19,34.0803888,71.2243652,0,0,0
2011,2,27,33.694214,71.496152,0,0,0
2011,2,27,33.694214,71.496152,0,0,0
2011,2,27,33.694214,71.496152,0,0,0
2011,2,27,33.694214,71.496152,0,0,0
2011,2,27,33.694214,71.496152,0,0,0
2011,3,1,33.0073,70.0652,4,0,0
2011,3,1,34.3230945,71.4111328,1,0,0
2011,3,1,34.565494,71.477429,2,0,0
2011,3,1,34.565494,71.477429,1,0,0
2011,3,0,32.304722,69.570278,1,0,0
2011,3,9,33.694214,71.496152,0,0,0
2011,3,9,33.694214,71.496152,0,0,0
2011,3,10,34.097804,71.1481476,0,0,0
2011,3,11,34.0242807,71.2647915,0,0,0
2011,3,14,34.06745,71.25035,0,0,0
2011,3,17,34.097804,71.147963,0,0,0
2011,3,21,32.906338,69.747222,4,0,0
2011,3,22,33.695975,70.336069,0,0,0
2011,3,22,33.695975,70.336069,0,0,0
2011,3,22,34.0242807,71.2647915,0,0,0
2011,3,23,34.0242807,71.2647915,0,0,0
2011,3,24,34.097804,71.147963,0,0,0
2011,3,25,33.695975,70.336069,13,0,0
2011,3,25,33.8843468,71.3845038,1,0,0
2011,3,26,33.695975,70.336069,0,0,0
2011,3,27,33.695975,70.336069,4,0,0
2011,3,28,34.856902,71.429936,0,0,0
2011,4,1,32.998617,70.067081,0,0,0
2011,4,1,32.320237,69.859741,0,0,0
2011,4,1,33.694214,71.496152,2,0,1
2011,4,5,33.695975,70.336069,2,0,2
2011,4,5,34.565494,71.477429,0,0,0
2011,4,5,34.565494,71.477429,0,0,0
2011,4,5,34.565494,71.477429,0,0,0
2011,4,8,32.969967,70.276797,1,0,0
2011,4,8,32.998617,70.067081,2,0,0
2011,4,10,34.565494,71.477429,0,0,0
2011,4,10,34.565494,71.477429,0,0,0
2011,4,11,34.1167788,71.1665154,0,0,0
2011,4,11,33.695975,70.336069,3,0,0
2011,4,12,33.8843468,71.3845038,0,0,0
2011,4,18,33.695975,70.336069,1,0,0
2011,4,19,33.697271,71.144852,0,0,0
2011,4,20,33.649567,71.528216,0,0,0
2011,4,22,34.574856,71.276081,1,0,0
2011,4,23,34.865214,71.526639,6,0,1
2011,4,27,34.565494,71.477429,0,0,0
2011,4,28,34.565494,71.477429,0,0,0
2011,4,30,33.695975,70.336069,0,0,0
2011,5,2,34.1167788,71.1665154,0,0,0
2011,5,8,32.320237,69.859741,1,0,1
2011,5,11,33.8992731,71.4570093,0,0,0
2011,5,11,33.697271,71.144852,0,0,0
2011,5,14,34.565494,71.477429,0,0,0
2011,5,15,32.998617,70.067081,1,0,0
2011,5,15,32.998617,70.067081,1,0,0
2011,5,15,32.998617,70.067081,1,0,0
2011,5,15,34.856902,71.429936,0,0,0
2011,5,16,33.916219,69.919915,0,0,0
2011,5,16,33.695975,70.336069,0,0,0
2011,5,23,34.565494,71.477429,0,0,0
2011,5,28,34.856902,71.429936,9,0,1
2011,5,30,32.998617,70.067081,1,0,0
2011,6,8,33.8129565,70.6733322,0,0,0
2011,6,11,33.732406,71.5066409,0,0,0
2011,6,13,34.321636,71.402042,0,0,0
2011,6,16,34.856902,71.429936,5,0,0
2011,6,19,34.574856,71.276081,3,0,0
2011,6,19,34.574856,71.276081,1,0,0
2011,6,23,33.695975,70.336069,0,0,0
2011,6,27,32.998617,70.067081,1,0,1
2011,7,1,33.695975,70.336069,1,0,0
2011,7,4,34.565494,71.477429,0,0,0
2011,7,5,34.1167788,71.1665154,0,0,0
2011,7,6,34.856902,71.429936,1,0,0
2011,7,12,33.8843468,71.3845038,0,0,0
2011,7,14,34.119766,71.104745,0,0,0
2011,7,17,33.695975,70.336069,2,0,0
2011,7,19,34.1167788,71.1665154,0,0,0
2011,7,19,32.320237,69.859741,4,0,0
2011,7,21,34.1167788,71.1665154,0,0,0
2011,7,21,34.565494,71.477429,0,0,0
2011,7,21,32.320237,69.859741,1,0,1
2011,7,22,34.1167788,71.1665154,0,0,0
2011,7,24,33.8843468,71.3845038,0,0,0
2011,7,24,32.320237,69.859741,1,0,0
2011,7,25,33.821214,70.663807,0,0,0
2011,7,25,33.821214,70.663807,0,0,0
2011,7,26,33.695975,70.336069,0,0,0
2011,8,1,33.695975,70.336069,3,0,0
2011,8,12,34.745,71.606667,5,0,0
2011,8,13,34.1167788,71.1665154,0,0,0
2011,8,18,33.89718,70.820895,0,0,0
2011,8,18,34.0803888,71.2243652,0,0,0
2011,8,18,34.745,71.606667,1,0,1
2011,8,20,34.565494,71.477429,0,0,0
2011,8,24,32.320237,69.859741,1,0,0
2011,8,28,34.1167788,71.1665154,0,0,0
2011,8,28,34.119763,71.103159,0,0,0
2011,8,30,34.574856,71.276081,1,0,0
2011,9,4,32.320237,69.859741,2,0,2
2011,9,5,34.856902,71.429936,0,0,0
2011,9,5,32.320237,69.859741,0,0,0
2011,9,7,34.0803888,71.2243652,0,0,0
2011,9,11,34.1167788,71.1665154,1,0,0
2011,9,13,34.856902,71.429936,1,0,0
2011,9,14,33.8843468,71.3845038,1,0,1
2011,9,14,34.745,71.606667,1,0,0
2011,9,19,33.0073,70.0652,1,0,0
2011,9,20,34.856902,71.429936,1,0,0
2011,9,22,34.1167788,71.1665154,0,0,0
2011,9,28,32.320237,69.859741,0,0,0
2011,10,4,32.974638,70.14558,0,0,0
2011,10,6,33.695975,70.336069,1,0,0
2011,10,7,34.119763,71.103159,0,0,0
2011,10,11,33.697271,71.144852,1,0,0
2011,10,12,34.565494,71.477429,0,0,0
2011,10,12,33.694214,71.496152,0,0,0
2011,10,13,32.998617,70.067081,2,0,2
2011,10,17,33.697271,71.144852,5,0,0
2011,10,18,33.8992731,71.4570093,0,0,0
2011,10,18,34.1167788,71.1665154,0,0,0
2011,10,18,34.1167788,71.1665154,0,0,0
2011,10,18,34.1167788,71.1665154,0,0,0
2011,10,21,34.565494,71.477429,2,0,0
2011,10,26,34.856902,71.429936,1,0,0
2011,10,30,33.917509,71.038603,0,0,0
2011,11,2,33.848332,70.548348,0,0,0
2011,11,1,34.565494,71.477429,0,0,0
2011,11,0,33.695715,70.336059,0,0,0
2011,11,3,33.70613,70.328641,1,0,0
2011,11,5,32.687926,69.832993,3,0,0
2011,11,6,32.320237,69.859741,3,0,0
2011,11,7,33.685245,71.51437,0,0,0
2011,11,7,33.742929,70.965004,0,0,0
2011,11,9,34.32105,71.400044,0,0,0
2011,11,9,34.591512,71.433864,0,0,0
2011,11,7,32.998617,70.067081,1,0,0
2011,11,12,34.745,71.606667,6,0,0
2011,11,13,33.874976,70.938292,6,0,0
2011,11,14,33.903169,71.384033,1,0,0
2011,11,14,33.988592,71.135898,0,0,0
2011,11,14,34.09099,71.145752,1,0,0
2011,11,14,33.903169,71.384033,4,0,0
2011,11,16,34.745,71.606667,6,0,0
2011,11,15,33.616111,70.764722,21,0,20
2011,11,18,34.865214,71.526639,0,0,0
2011,11,18,33.172958,70.401826,1,0,1
2011,11,19,34.772356,71.485773,0,0,0
2011,11,21,33.70613,70.328641,0,0,0
2011,11,20,33.988592,71.135898,0,0,0
2011,11,22,34.033406,71.052383,0,0,0
2011,11,22,33.723629,71.045712,0,0,0
2011,11,23,34.1167788,71.1665154,0,0,0
2011,11,24,33.70599,70.328568,0,0,0
2011,11,25,33.758441,71.052376,6,0,6
2011,11,28,34.1167788,71.1665154,0,0,0
2011,11,29,32.320237,69.859741,2,0,0
2011,11,30,33.64065,70.775753,18,0,10
2011,12,4,32.973875,70.19869,0,0,0
2011,12,9,33.732002,70.351527,0,0,0
2011,12,10,34.1167788,71.1665154,0,0,0
2011,12,10,34.1167788,71.1665154,0,0,0
2011,12,13,32.613782,69.508331,1,0,0
2011,12,16,33.683447,70.666848,1,0,NA
2011,12,17,33.701944,70.554722,3,0,0
2011,12,21,33.772259,73.895241,0,0,0
2011,12,21,33.151349,70.295591,1,0,0
2011,12,23,34.745,71.606667,0,0,0
2011,12,23,32.413374,70.465548,1,0,0
2011,12,23,34.1167788,71.1665154,0,0,0
2011,12,22,34.1167788,71.1665154,0,0,0
2011,12,29,33.776646,71.078487,1,0,0
2011,12,30,34.865214,71.526639,2,0,0
2011,12,31,34.1167788,71.1665154,2,0,0
2011,12,31,34.1167788,71.1665154,2,0,0
2011,12,31,32.945308,69.897046,2,0,0
2011,12,31,34.1167788,71.1665154,2,0,0
2012,1,1,34.761723,71.324719,1,0,0
2012,1,1,34.0989,71.14978,2,0,0
2012,1,2,34.0989,71.14978,6,0,5
2012,1,2,33.637909,70.851324,8,0,8
2012,1,3,33.695975,70.336069,0,0,0
2012,1,3,34.0989,71.14978,4,0,0
2012,1,4,34.098784,71.149873,3,0,0
2012,1,5,33.862419,70.5198,0,0,0
2012,1,5,34.565494,71.477429,0,0,0
2012,1,6,32.999028,70.065058,0,0,0
2012,1,7,32.999028,70.065058,0,0,0
2012,1,9,34.0989,71.14978,0,0,0
2012,1,11,33.913569,71.456727,1,0,0
2012,1,11,34.021103,71.287421,0,0,0
2012,1,12,32.318751,69.860004,4,0,0
2012,1,12,33.697271,71.144852,9,0,8
2012,1,14,34.0989,71.14978,0,0,0
2012,1,20,34.120653,71.110637,0,0,0
2012,1,20,33.810247,70.721569,0,0,0
2012,1,20,33.858529,70.551407,1,0,0
2012,1,21,30.1042,66.515556,1,0,0
2012,1,21,30.1042,66.515556,0,0,0
2012,1,21,33.16843,70.69414,0,0,0
2012,1,21,32.320237,69.859741,1,0,0
2012,1,21,34.463847,71.35116,0,0,0
2012,1,21,34.0989,71.14978,2,0,2
2012,1,21,33.926944,71.012778,0,0,0
2012,1,23,34.0989,71.14978,NA,0,0
2012,1,23,34.56778,71.27333,0,0,0
2012,1,23,34.098784,71.149873,0,0,0
2012,1,24,30.104113,66.515608,9,0,7
2012,1,25,30.104113,66.515608,16,0,10
2012,1,24,34.0989,71.14978,1,0,0
2012,1,26,30.104213,66.515594,20,0,20
2012,1,26,34.331228,71.235498,0,0,0
2012,1,28,30.104113,66.515608,2,0,0
2012,1,29,32.335121,70.117119,1,0,0
2012,1,31,30.104113,66.515608,43,0,35
2012,2,3,32.667476,69.859741,25,0,18
2012,2,2,32.954167,70.247222,1,0,0
2012,2,3,32.854293,70.219997,1,0,0
2012,2,3,33.919954,71.449514,0,0,0
2012,2,3,33.919954,71.449514,1,0,0
2012,2,3,32.667476,69.859741,0,0,0
2012,2,5,32.667476,69.859741,1,0,0
2012,2,8,34.565494,71.477429,2,0,0
2012,2,8,34.565494,71.477429,2,0,0
2012,2,9,34.567793,71.480221,1,0,0
2012,2,10,32.999081,70.065163,0,0,0
2012,2,11,32.667476,69.859741,0,0,0
2012,2,11,34.0989,71.14978,2,0,2
2012,2,11,34.0989,71.14978,0,0,0
2012,2,15,34,71.383333,1,0,0
2012,2,15,34.565494,71.477429,0,0,0
2012,2,17,32.667476,69.859741,3,0,0
2012,2,17,33.899167,70.100833,40,0,1
2012,2,17,33.919954,71.449514,2,0,0
2012,2,18,32.304722,69.570278,1,0,0
2012,2,19,32.667476,69.859741,9,0,0
2012,2,19,32.667476,69.859741,2,0,2
2012,2,21,33.52638,70.335741,0,0,0
2012,2,22,32.667476,69.859741,2,0,0
2012,2,19,32.667476,69.859741,7,0,0
2012,2,22,33.919954,71.449514,3,0,0
2012,2,24,33.858529,70.551407,10,0,7
2012,2,24,33.697271,71.144852,2,0,0
2012,2,24,33.858529,70.551407,1,0,0
2012,2,26,32.518333,70.025556,2,0,0
2012,2,26,32.320237,69.859741,2,0,0
2012,2,29,33.923056,71.458889,2,0,0
2012,2,29,34.575,71.3575,0,0,0
2012,3,2,33.8125,70.676944,23,0,1
2012,3,2,33.8125,70.676944,33,0,23
2012,3,2,33.8125,70.676944,1,0,0
2012,3,6,34.567793,71.480221,1,0,0
2012,3,9,32.964722,69.813889,16,0,9
2012,3,9,33.747778,70.961944,2,0,1
2012,3,9,32.335121,70.117119,0,0,0
2012,3,10,33.640689,70.775759,NA,0,NA
2012,3,10,33.960767,71.077739,44,0,40
2012,3,11,34.483333,71.516667,1,0,0
2012,3,12,33.69013,70.356187,2,0,0
2012,3,13,32.970704,70.278036,4,0,1
2012,3,13,33.69013,70.356187,0,0,0
2012,3,13,32.999081,70.065163,0,0,0
2012,3,13,32.335121,70.117119,0,0,0
2012,3,13,32.335121,70.117119,0,0,0
2012,3,14,34.920942,71.623948,5,0,0
2012,3,14,34.920942,71.623948,6,0,0
2012,3,16,33.69013,70.356187,0,0,0
2012,3,16,33.69013,70.356187,NA,0,0
2012,3,16,33.69013,70.356187,0,0,0
2012,3,17,32.568611,69.83,4,0,4
2012,3,17,33.7075,71.002222,1,0,0
2012,3,18,32.999081,70.065163,0,0,0
2012,3,18,32.408806,69.678726,0,0,0
2012,3,18,32.999081,70.065163,5,0,4
2012,3,21,33.69013,70.356187,3,0,3
2012,3,20,33.7075,71.002222,NA,0,0
2012,3,23,32.30469,69.570315,2,0,0
2012,3,24,33.640689,70.775759,13,0,10
2012,3,23,33.825361,70.847724,14,0,1
2012,3,23,32.303889,69.681944,0,0,0
2012,3,23,32.568611,69.83,1,0,0
2012,3,30,33.640689,70.775759,23,0,21
2012,4,2,33.667221,70.324348,1,0,0
2012,4,2,34.567793,71.480221,17,0,13
2012,4,3,32.999081,70.065163,1,0,0
2012,4,3,33.927222,71.388333,0,0,0
2012,4,3,32.999081,70.065163,1,0,0
2012,4,6,34.567793,71.480221,0,0,0
2012,4,8,33.69013,70.356187,6,0,4
2012,4,8,32.999081,70.065163,0,0,0
2012,4,15,34.343333,71.236667,1,0,0
2012,4,15,34.463847,71.35116,0,0,0
2012,4,15,32.568612,69.83,1,0,0
2012,4,19,34.404932,72.558932,0,0,0
2012,4,21,32.30469,69.570315,1,0,1
2012,4,27,34.0989,71.14978,0,0,0
2012,4,28,34.567793,71.480221,2,0,0
2012,5,3,34.690727,71.22195,2,0,0
2012,5,3,34.690727,71.22195,3,0,0
2012,5,4,34.730041,71.521948,21,0,1
2012,5,4,32.608724,69.830275,1,0,1
2012,5,6,34.344528,71.367317,0,0,0
2012,5,6,32.30469,69.570315,0,0,0
2012,5,6,32.999081,70.065163,14,0,3
2012,5,6,32.950833,69.9575,0,0,0
2012,5,6,33.584167,70.659722,2,0,0
2012,5,7,32.999081,70.065163,4,0,3
2012,5,13,32.999081,70.065163,0,0,0
2012,5,13,32.999081,70.065163,0,0,0
2012,5,13,33.69013,70.356187,1,0,0
2012,5,13,33.594167,70.681944,1,0,0
2012,5,14,34.567793,71.480221,0.5,0,0
2012,5,14,34.567793,71.480221,0.5,0,0
2012,5,18,34.856902,71.429936,1,0,0
2012,5,23,33.431389,70.486667,0,0,0
2012,5,27,34.856902,71.429936,0,0,0
2012,5,28,33.69013,70.356187,3,0,0
2012,5,28,34.567793,71.480221,0,0,0
2012,5,28,32.5875,69.810833,2,0,0
2012,5,29,34.567793,71.480221,0,0,0
2012,6,2,34.856902,71.429936,0,0,0
2012,6,4,34.565494,71.477429,21,0,20
2012,6,6,34.72307,71.45689,0,0,0
2012,6,10,32.304713,69.570278,1,0,0
2012,6,11,34.09425,71.151238,0,0,0
2012,6,11,34.021103,71.287421,1,0,0
2012,6,11,34.021103,71.287421,2,0,0
2012,6,12,33.686064,71.514752,0,0,0
2012,6,15,33.979239,71.380663,0,0,0
2012,6,16,34.0989,71.14978,25,0,0
2012,6,18,33.702898,70.329956,0,0,0
2012,6,19,34.739215,71.345408,1,0,0
2012,6,21,32.303889,69.681944,1,0,0
2012,6,22,32.999081,70.065163,0,0,0
2012,6,22,34.39907,71.26465,2,0,0
2012,6,24,34.565494,71.477429,0,0,0
2012,6,26,32.999081,70.065163,0,0,0
2012,6,28,33.917778,71.464444,0,0,0
2012,6,28,34.0989,71.14978,2,0,0
2012,6,29,34.856902,71.429936,1,0,0
2012,6,29,34.81925,71.56254,0,0,0
2012,7,3,34.404932,72.558932,1,0,0
2012,7,3,34.404932,72.558932,0,0,0
2012,7,6,33.8945,71.45761,2,0,0
2012,7,6,33.745556,70.959722,0,0,0
2012,7,7,32.367226,69.686944,4,0,0
2012,7,9,33.818581,70.173424,0,0,0
2012,7,8,34.0989,71.14978,0,0,0
2012,7,10,34.467222,71.275833,0,0,0
2012,7,12,34.835555,71.316111,14,0,12
2012,7,13,33.812577,70.670469,0,0,0
2012,7,14,33.8125,70.676944,1,0,0
2012,7,14,33.733333,70.8,0,0,0
2012,7,14,33.53098,72.76075,0,0,0
2012,7,14,33.695975,70.336069,0,0,0
2012,7,17,34.730041,71.521948,0,0,0
2012,7,18,33.646099,71.301111,14,0,0
2012,7,19,33.938056,71.485,0,0,0
2012,7,19,31.671389,73.3325,0,0,0
2012,7,20,34.467222,71.275833,0,0,0
2012,7,20,34.467222,71.275833,0,0,0
2012,7,20,33.7075,71.002222,1,0,0
2012,7,20,33.937253,69.9193,1,0,0
2012,7,20,33.937253,69.9193,0,0,0
2012,7,21,33.348384,70.53988,10,0,1
2012,7,23,32.905167,69.748798,3,0,0
2012,7,24,34.0989,71.14978,0,0,0
2012,7,25,33.7075,71.002222,2,0,0
2012,7,25,33.7075,71.002222,13,0,10
2012,7,26,34.866667,71.533333,11,0,0
2012,7,31,34.563515,71.258813,0,0,0
2012,8,1,32.667476,69.859741,9,0,9
2012,7,31,34.563515,71.258813,0,0,0
2012,8,3,33.818581,70.173424,5,0,4
2012,8,6,33.818581,70.173424,8,0,8
2012,8,7,34.000767,71.381643,0,0,0
2012,8,7,34.730041,71.521948,0,0,0
2012,8,7,32.809399,72.375193,0,0,0
2012,8,9,34.567793,71.480221,1,0,0
2012,8,9,34.567793,71.480221,0,0,0
2012,8,9,34.467222,71.275833,0,0,0
2012,8,11,34.00012,71.383252,0,0,0
2012,8,11,33.756389,70.940833,0,0,0
2012,8,11,33.917778,71.464444,3,0,0
2012,8,11,34.363613,71.351194,0,0,0
2012,8,12,32.970704,70.278036,3,0,0
2012,8,14,33.638056,70.851667,35,0,30
2012,8,15,33.7075,71.002222,1,0,0
2012,8,15,34.3434,71.2367,1,0,0
2012,8,16,33.69013,70.356187,0,0,0
2012,8,17,33.69013,70.356187,1,0,0
2012,8,17,33.69013,70.356187,0,0,0
2012,8,15,32.303889,69.681944,0,0,0
2012,8,17,33.651388,70.736111,8,0,8
2012,8,17,33.667221,70.324348,0,0,0
2012,8,18,34.0989,71.14978,0,0,0
2012,8,20,34.0989,71.14978,0,0,0
2012,8,20,32.303889,69.681944,0,0,0
2012,8,24,34.856902,71.429936,2,0,0
2012,8,25,33.917778,71.464444,9,0,0
2012,8,25,34.856902,71.429936,32,0,28
2012,8,26,33.59101,71.378796,0,0,0
2012,8,26,34.856902,71.429936,21,0,20
2012,8,28,33.8125,70.676944,2,0,0
2012,8,29,32.703582,70.024262,19,0,10
2012,9,1,34.0989,71.14978,0,0,0
2012,9,2,33.69013,70.356187,NA,0,0
2012,9,2,32.905167,69.748798,0,0,0
2012,9,3,32.999081,70.065163,0,0,0
2012,9,2,33.8125,70.676944,0,0,0
2012,9,3,32.999081,70.065163,0,0,0
2012,9,5,34.563515,71.258813,0,0,0
2012,9,5,34.036041,71.110179,0,0,0
2012,9,6,33.914075,71.399933,0,0,0
2012,9,8,34.563515,71.258813,0,0,0
2012,9,9,33.7075,71.002222,0,0,0
2012,9,9,34.0989,71.14978,0,0,0
2012,9,10,33.899167,70.100833,14,0,0
2012,9,11,34.344528,71.367317,0,0,0
2012,9,12,33.8945,71.45761,0,0,0
2012,9,12,32.303889,69.681944,0,0,0
2012,9,13,34.036041,71.110179,4,0,0
2012,9,14,33.811111,71.020278,0,0,0
2012,9,17,34.018381,71.274945,0,0,0
2012,9,22,33.719818,70.329123,0,0,0
2012,9,22,33.719818,70.329123,2,0,0
2012,9,22,33.719818,70.329123,1,0,0
2012,9,26,32.936712,70.107331,2,0,0
2012,9,27,33.756296,70.942937,2,0,0
2012,9,28,34.545174,71.470148,0,0,0
2012,9,28,33.8945,71.45761,0,0,0
2012,10,1,33.730968,70.680452,1,0,0
2012,10,1,34.563515,71.258813,0,0,0
2012,10,1,34.567793,71.480221,0,0,0
2012,10,1,34.363652,71.351504,0,0,0
2012,10,3,34.567793,71.480221,0,0,0
2012,10,3,34.0989,71.14978,0,0,0
2012,10,4,34.567793,71.480221,7,0,6
2012,10,6,32.6941,69.837393,0,0,0
2012,10,8,32.568611,69.83,1,0,0
2012,10,9,33.960767,71.077739,7,0,0
2012,10,9,33.899167,70.100833,0,0,0
2012,10,9,34.018381,71.274945,0,0,0
2012,10,9,33.7075,71.002222,4,0,0
2012,10,9,33.670278,70.317222,0,0,0
2012,10,9,34.139583,71.176857,0,0,0
2012,10,9,34.0989,71.14978,8,0,8
2012,10,11,33.733414,70.871022,8,0,0
2012,10,11,33.733414,70.871022,2,0,0
2012,10,11,32.518338,70.025203,0,0,0
2012,10,11,34.036041,71.110179,1,0,0
2012,10,11,32.999081,70.065163,3,0,0
2012,10,12,33.883608,71.385094,0,0,0
2012,10,12,33.899167,70.100833,0,0,0
2012,10,12,32.523233,69.791287,8,0,4
2012,10,12,32.30469,69.570315,0,0,0
2012,10,12,34.321111,71.4,0,0,0
2012,10,13,33.686152,71.514528,17,0,1
2012,10,14,33.730968,70.680452,8,0,8
2012,10,14,34.566667,71.45,0,0,0
2012,10,14,33.730968,70.680452,6,0,6
2012,10,15,34.758333,71.587778,0,0,0
2012,10,17,34.805808,71.421368,0,0,0
2012,10,19,32.999081,70.065163,3,0,2
2012,10,19,33.766667,71.016667,3,0,0
2012,10,19,33.747778,70.961944,0,0,0
2012,10,23,32.999081,70.065163,3,0,0
2012,10,24,34.345159,71.366886,0,0,0
2012,10,25,33.8945,71.45761,0,0,0
2012,10,26,33.8945,71.45761,1,0,1
2012,10,26,33.960767,71.077739,1,0,0
2012,10,26,32.999081,70.065163,0,0,0
2012,10,28,34.363652,71.351504,0,0,0
2012,10,29,33.8945,71.45761,1,0,0
2012,10,29,33.905975,71.370467,3,0,0
2012,11,4,34.563515,71.258813,0,0,0
2012,11,4,33.237252,70.489311,0,0,0
2012,11,4,32.999081,70.065163,0,0,0
2012,11,5,34.244107,71.497025,1,0,1
2012,11,6,33.701076,70.329379,0,0,0
2012,11,7,33.701076,70.329379,1,0,0
2012,11,7,32.950833,69.9575,1,0,0
2012,11,7,32.957875,70.298901,3,0,0
2012,11,7,34.344528,71.367317,0,0,0
2012,11,7,34.567793,71.480221,0,0,0
2012,11,7,32.966667,69.566667,0.25,0,0
2012,11,7,32.966667,69.566667,0.25,0,0
2012,11,7,32.966667,69.566667,0.25,0,0
2012,11,7,32.320237,69.859741,0.25,0,0
2012,11,9,32.30469,69.570315,7,0,6
2012,11,11,32.943336,69.899944,1,0,0
2012,11,11,32.905167,69.748798,1,0,0
2012,11,11,32.264726,69.893274,3,0,3
2012,11,12,34.344528,71.367317,0,0,0
2012,11,14,33.69013,70.356187,0,0,0
2012,11,14,32.667476,69.859741,0,0,0
2012,11,17,33.917778,71.464444,0,0,0
2012,11,18,32.970704,70.278036,2,0,0
2012,11,19,34.344528,71.367317,1,0,1
2012,11,20,34.0989,71.14978,1,0,0
2012,11,20,34.012597,71.306068,1,0,0
2012,11,22,32.959893,70.635568,0,0,0
2012,11,22,34.0989,71.14978,0,0,0
2012,11,22,34.0989,71.14978,0,0,0
2012,11,22,34.0989,71.14978,0,0,0
2012,11,22,33.8945,71.45761,0,0,0
2012,11,24,34.567793,71.480221,0,0,0
2012,11,26,33.960767,71.077739,0,0,0
2012,11,28,33.8945,71.45761,2,0,2
2012,11,30,34.0989,71.14978,0,0,0
2012,11,30,34.0989,71.14978,0,0,0
2012,11,30,34.563515,71.258813,2,0,0
2012,12,2,34.440833,71.425278,2,0,2
2012,12,2,34.567793,71.480221,2,0,2
2012,12,4,34.563515,71.258813,0,0,0
2012,12,5,34.244107,71.497025,0,0,0
2012,12,5,32.30469,69.570315,5,0,2
2012,12,6,34.0989,71.14978,0,0,0
2012,12,6,33.8945,71.45761,0,0,0
